JO7X9ZPoAp8,Blind People Describe Beauty,WatchCut Video,24,blind people|buzzfeed|beauty|beautiful|blind people describe|partnership|blind,136643,6218,127,524,https://i.ytimg.com/vi/JO7X9ZPoAp8/default.jpg,13.09
EmjMWi0MBXQ,Don Lemon Praises ‘Chunky’ CNN Reporter Facing Irma Wrath: ‘Nothing Wrong With a Little Curve’,NN,22,CNN|Don Lemon|Hurricane Irme|sarah sidner|chris cuomo|hurricane irma: live updates - hurricane irma live|storm|cnn live|live update on hurricane irma|hurricane irma to day|update huricane irma|hurricane irma tracking,103807,119,23,67,https://i.ytimg.com/vi/EmjMWi0MBXQ/default.jpg,13.09
Vjc459T6wX8,更なるフィット感を追求するねこ。-Maru wishes for more fitting feeling.-,mugumogu,15,Maru|cat|kitty|pets|まる|猫|ねこ,43199,3263,7,294,https://i.ytimg.com/vi/Vjc459T6wX8/default.jpg,13.09
LpZqwLZP5Vs,A Moment of Silence at the National 9/11 Memorial & Museum,Inside Edition,25,song|terrorism|9/11|Memorial|September 11|nyc|wtc|anthem|inside edition|World Trade Center|terrorist|attack|cat-headlines|new york city|Remembrance,28038,845,41,344,https://i.ytimg.com/vi/LpZqwLZP5Vs/default.jpg,13.09
PHXkhUJWTXM,Hurricane Irma Emergency Fake Interpreter,Jane Smith,22,American Sign Language|ASL|Fake Interpreter|Hurricane|Irma|Sign Language|Translator|translation|fail|presser|press brief|emergency|interpreter caption,158816,206,67,153,https://i.ytimg.com/vi/PHXkhUJWTXM/default.jpg,13.09
BRzPaDMeRks,These Are The Best Features Coming To iPhones.,UrAvgConsumer,28,uravgconsumer|uac|your average consumer|ios 11|iphone 8|iphone 8 leak|ios 11 GM leak|iphone edition|iphone 8 plus|iphone 8 unboxing|iphone 8 review|leaks|leak|iphone 8 event|gundam|gunpla|release date|apple|tech 2017|best tech|iphone 8 release date,352284,13099,508,1297,https://i.ytimg.com/vi/BRzPaDMeRks/default.jpg,13.09
9e6WeQeBjOI,Dad Builds Palace For Dogs,Caters Clips,25,adorable|amazing|build|builder|builds|caters|clips|cute|dad|dog|dogs|father|funny|male|man|men|news|palace|pet|pooch|tv|video|viral|wow,4801,28,0,8,https://i.ytimg.com/vi/9e6WeQeBjOI/default.jpg,13.09
QQVWMp_xgGg,The Opposition w/ Jordan Klepper - Opposing the Resistance in Phoenix,Comedy Central,23,The Opposition with Jordan Klepper|The Opposition|Jordan Clepper|Jordan Klepper Daily Show|anti-Oprah's Book Club|anti-pho|fake news|Phoenix rally|impeach Hillary|Hillary Clinton|Donald Trump|man on the street|rallies|protests|impeachments|Phoenix|Arizona|comedy central|stand up comedy|comedians|comedy central comedians|comedy|funny|comedian|funny video|comedy videos|stand up videos|funny jokes|funny clips,580441,2520,533,977,https://i.ytimg.com/vi/QQVWMp_xgGg/default.jpg,14.09
EwujR1ARsog,‘Mystery Van’ Helping Self-Driving Cars Communicate with People | Autonomy | Ford,Ford Motor Company,2,Ford|Ford Motor Company|self-driving vehicle|driverless vehicle|autonomous vehicle|self driving cars|driverless car|autonomous car|self driving transit|VTTI|City of Tomorrow|how to safely cross the road|are self driving cars safe?|autonomy|innovation|ford innovation,22004,38,15,6,https://i.ytimg.com/vi/EwujR1ARsog/default.jpg,14.09
JO7X9ZPoAp8,Blind People Describe Beauty,WatchCut Video,24,blind people|buzzfeed|beauty|beautiful|blind people describe|partnership|blind,240156,7977,189,798,https://i.ytimg.com/vi/JO7X9ZPoAp8/default.jpg,14.09
